1231201,荷兰黄瓜
1233402, 长茄
1234011, 韭菜
1231017, 扁豆
1232199, 青菜
1231208, 丝瓜
1234015, 洋葱
1213011, 土豆
1232401, 萝卜
1233403, 红尖椒
1234021, 细香葱
1233404, 甜椒
1233401, 西红柿
1233405, 彩椒
1232012, 白菜
1232217, 花菜
1232202, 芹菜
1235399, 黄芽菜
1232208, 鸡毛菜
1234014, 韭黄
1231201,荷兰黄瓜
1233402, 长茄
1234011, 韭菜
1231017, 扁豆
1232199, 青菜
1232199, 青菜
1233405, 彩椒
1232012, 白菜
1232217, 花菜
1232202, 芹菜
1235399, 黄芽菜
1232208, 鸡毛菜
1234014, 韭黄
1231201,荷兰黄瓜
1233402, 长茄
1234011, 韭菜
1231017, 扁豆
1232199, 青菜
1231208, 丝瓜
1234015, 洋葱
1213011, 土豆
1232401, 萝卜
1233403, 红尖椒
1234021, 细香葱
1233404, 甜椒
1233401, 西红柿
1233405, 彩椒
1232012, 白菜
1232217, 花菜
1232202, 芹菜
1235399, 黄芽菜
1232208, 鸡毛菜
1234014, 韭黄
1231201,荷兰黄瓜
1233402, 长茄
1234011, 韭菜
1231017, 扁豆
1232199, 青菜
1231208, 丝瓜
1234015, 洋葱
1213011, 土豆
1232401, 萝卜
1233403, 红尖椒
1234021, 细香葱
1233404, 甜椒
1233401, 西红柿
1233405, 彩椒
1232012, 白菜
1232217, 花菜
1232202, 芹菜
1235399, 黄芽菜
1232208, 鸡毛菜
1234014, 韭黄
1231201,荷兰黄瓜
1233402, 长茄
1234011, 韭菜
1231017, 扁豆
1232199, 青菜
1231208, 丝瓜
1234015, 洋葱
1213011, 土豆
1232401, 萝卜
1233403, 红尖椒
1234021, 细香葱
1233404, 甜椒
1233401, 西红柿
1233405, 彩椒
1232012, 白菜
1232217, 花菜
1232202, 芹菜
1235399, 黄芽菜
1232208, 鸡毛菜
1234014, 韭黄
1231201,荷兰黄瓜
1233402, 长茄
1234011, 韭菜
1231017, 扁豆
1232199, 青菜
1231208, 丝瓜
1234015, 洋葱
1213011, 土豆
1232401, 萝卜
1233403, 红尖椒
1234021, 细香葱
1233404, 甜椒
1233401, 西红柿
1233405, 彩椒
1232012, 白菜
1232217, 花菜
1232202, 芹菜
1235399, 黄芽菜
1232208, 鸡毛菜
1234014, 韭黄
1231201,荷兰黄瓜
1233402, 长茄
1234011, 韭菜
1231017, 扁豆
1232199, 青菜
1231208, 丝瓜
1234015, 洋葱
1213011, 土豆
1232401, 萝卜
1233403, 红尖椒
1234021, 细香葱
1233404, 甜椒
1233401, 西红柿
1233405, 彩椒
1232012, 白菜
1232217, 花菜
1232202, 芹菜
1235399, 黄芽菜
1232208, 鸡毛菜
1234014, 韭黄
1231201,荷兰黄瓜
1233402, 长茄
1234011, 韭菜
1231017, 扁豆
1232199, 青菜
1231208, 丝瓜
1234015, 洋葱
1213011, 土豆
1232401, 萝卜
1233403, 红尖椒
1234021, 细香葱
1233404, 甜椒
1233401, 西红柿
1233405, 彩椒
1232012, 白菜
1232217, 花菜
1232202, 芹菜
1235399, 黄芽菜
1232208, 鸡毛菜
1234014, 韭黄
1231201,荷兰黄瓜
1233402, 长茄
1234011, 韭菜
1231017, 扁豆
1232199, 青菜
1231208, 丝瓜
1234015, 洋葱
1213011, 土豆
1232401, 萝卜
1233403, 红尖椒
1234021, 细香葱
1233404, 甜椒
1233401, 西红柿
1233405, 彩椒
1232012, 白菜
1232217, 花菜
1232202, 芹菜
1235399, 黄芽菜
1232208, 鸡毛菜
1234014, 韭黄
1231201,荷兰黄瓜
1233402, 长茄
1234011, 韭菜
1231017, 扁豆
1232199, 青菜
1231208, 丝瓜
1234015, 洋葱
1213011, 土豆
1232401, 萝卜
1233403, 红尖椒
1234021, 细香葱
1233404, 甜椒
1233401, 西红柿
1233405, 彩椒
1232012, 白菜
1232217, 花菜
1232202, 芹菜
1235399, 黄芽菜
1232208, 鸡毛菜
1234014, 韭黄
1231201,荷兰黄瓜
1233402, 长茄
1234011, 韭菜
1231017, 扁豆
1232199, 青菜
1231208, 丝瓜
1234015, 洋葱
1213011, 土豆
1232401, 萝卜
1233403, 红尖椒
1234021, 细香葱
1233404, 甜椒
1233401, 西红柿
1233405, 彩椒
1232012, 白菜
1232217, 花菜
1232202, 芹菜
1235399, 黄芽菜
1232208, 鸡毛菜
1234014, 韭黄
1231201,荷兰黄瓜
1233402, 长茄
1234011, 韭菜
1231017, 扁豆
1232199, 青菜
1232199, 青菜
